link_id;speed_limit;road_type;x_b;y_b;x_e;y_e
223489;0;1040;15.826235;45.837665;15.825795;45.837501
399236;40;1050;16.055489;45.841492;16.055456;45.841275
399220;40;1050;16.055596;45.841058;16.055489;45.841066
208606;40;1050;15.834700;45.814833;15.834281;45.814705
208621;0;1050;15.824797;45.810862;15.824432;45.810772
200371;90;1050;15.901541;45.761176;15.901594;45.761071
208581;40;1050;15.824475;45.810682;15.824432;45.810772
208622;40;1050;15.824432;45.810772;15.824347;45.810794
208578;40;1050;15.824271;45.810600;15.824175;45.810690
208577;40;1050;15.823864;45.810525;15.824271;45.810600
209946;50;1040;15.899255;45.794175;15.898923;45.794302
210573;40;1050;15.889428;45.806980;15.889460;45.806935
210566;40;1050;15.889696;45.806935;15.889653;45.806913
399223;40;1050;16.055381;45.841156;16.055456;45.841275
209970;0;1050;15.887239;45.797033;15.887100;45.797235
209957;50;1040;15.892217;45.794242;15.892303;45.794130
208618;50;1050;15.826621;45.811587;15.826353;45.811467
208623;40;1050;15.824347;45.810794;15.824196;45.810720
396385;0;1040;16.077794;45.823454;16.077762;45.823543
223497;0;1040;15.825216;45.837732;15.824840;45.837889
208521;100;1010;15.830408;45.784262;15.830709;45.784277
203764;40;1040;16.005685;45.768047;16.005578;45.768458
208593;40;1050;15.839989;45.814975;15.839860;45.814975
205122;4;1040;16.003175;45.774385;16.003325;45.774191
203763;50;1040;16.005610;45.768144;16.005685;45.768047
223488;0;1040;15.825720;45.837620;15.826235;45.837665
223487;0;1040;15.825495;45.837695;15.825720;45.837620
223486;0;1040;15.825377;45.837755;15.825495;45.837695
391684;80;1010;16.131299;45.800443;16.131277;45.800399
209218;50;1050;15.860395;45.812238;15.860149;45.812529
395094;0;1050;16.033151;45.833868;16.033366;45.833883
386254;50;1050;16.074243;45.803749;16.074350;45.803630
395092;60;1050;16.033999;45.830960;16.033956;45.831064
399222;0;1050;16.055381;45.841156;16.055156;45.841021
399224;40;1050;16.055456;45.841275;16.055607;45.841283
395091;60;1050;16.034138;45.831117;16.033956;45.831064
395084;50;1050;16.041691;45.834047;16.041648;45.834017
395112;0;1050;16.038269;45.817143;16.038290;45.817061
208624;40;1050;15.824196;45.810720;15.824175;45.810690
395113;0;1050;16.038537;45.817106;16.038526;45.817180
391732;100;1030;16.125655;45.801229;16.125226;45.801304
205166;0;1040;15.985998;45.777566;15.985976;45.777566
213247;50;1050;15.926850;45.808439;15.927032;45.808588
213239;50;1050;15.924039;45.806389;15.924296;45.806532
383610;0;1050;16.037378;45.797564;16.037346;45.797324
201103;50;1050;15.933931;45.769693;15.933985;45.769618
213226;50;1050;15.916926;45.801977;15.917162;45.802134
218231;50;1050;15.990075;45.782444;15.989388;45.782729
218224;40;1050;15.990236;45.782706;15.990247;45.782736
202383;50;1040;15.989174;45.754170;15.989184;45.754245
220838;50;1050;15.998122;45.813875;15.997918;45.813838
223446;120;1010;15.819250;45.828672;15.819261;45.828620
219423;0;1050;16.002510;45.781823;16.002531;45.781689
220879;50;1050;15.992907;45.810024;15.992789;45.810204
203035;50;1050;15.983015;45.760937;15.983284;45.760899
399218;0;1050;16.054899;45.840984;16.055424;45.841604
385622;60;1040;16.076903;45.767545;16.077150;45.767530
204507;0;1040;15.980494;45.771834;15.980365;45.771834
381425;130;1010;16.020566;45.749079;16.020491;45.749094
210572;40;1050;15.889428;45.807018;15.889428;45.806980
210565;40;1050;15.889900;45.806973;15.889696;45.806935
402554;0;1040;16.140021;45.825173;16.140064;45.825435
204564;60;1050;15.980376;45.771706;15.980376;45.771676
201076;50;1050;15.922140;45.764948;15.922494;45.764769
201078;50;1050;15.924361;45.764784;15.924779;45.764754
210568;50;1050;15.889610;45.806771;15.889513;45.806906
403288;40;1040;16.130430;45.842688;16.130751;45.842927
403292;40;1040;16.131331;45.843345;16.131728;45.843659
402580;50;1040;16.142306;45.825712;16.142220;45.825704
210567;50;1050;15.889653;45.806913;15.889610;45.806771
231754;0;1050;15.979711;45.822467;15.979947;45.822444
201084;50;1050;15.932053;45.766692;15.932332;45.766782
210571;0;1050;15.889245;45.806958;15.889428;45.807018
210570;0;1050;15.889460;45.806935;15.889245;45.806958
199695;0;1050;15.870663;45.744894;15.869762;45.744752
200362;40;1050;15.910671;45.759627;15.910596;45.759619
200366;50;1050;15.907549;45.759380;15.907034;45.759687
208506;60;1010;15.844581;45.787442;15.845000;45.787644
382208;60;1040;16.098747;45.757321;16.098962;45.757044
382167;60;1040;16.105506;45.741180;16.104927;45.739885
391022;80;1040;16.107116;45.745403;16.107148;45.746099
382201;50;1040;16.092525;45.762733;16.092095;45.763077
199681;50;1050;15.883387;45.752702;15.883312;45.752658
403278;50;1040;16.119550;45.833486;16.119690;45.833606
203735;50;1040;15.999538;45.768017;15.999677;45.768017
208579;40;1050;15.824271;45.810600;15.824368;45.810592
403291;40;1040;16.131148;45.843226;16.131331;45.843345
403338;50;1050;16.109444;45.838330;16.109444;45.838285
382218;60;1040;16.105464;45.749468;16.105378;45.749566
382202;50;1040;16.092095;45.763077;16.091892;45.765570
213229;50;1050;15.918792;45.803144;15.918857;45.803181
198920;50;1030;15.826128;45.755158;15.826224;45.755165
198948;50;1030;15.866876;45.759275;15.866961;45.759290
200352;0;1050;15.915831;45.762628;15.915788;45.762568
396395;50;1040;16.084821;45.826504;16.084886;45.826497
198951;40;1030;15.867820;45.759447;15.868120;45.759499
198941;50;1030;15.862101;45.758534;15.862412;45.758571
385614;30;1040;16.060370;45.775755;16.060263;45.775665
402613;50;1040;16.111536;45.827229;16.111590;45.827326
233077;0;1050;15.977308;45.836671;15.977554;45.836663
385619;70;1040;16.069382;45.770793;16.069468;45.770749
385627;40;1040;16.089445;45.764612;16.090357;45.764866
383621;50;1050;16.036563;45.798080;16.036509;45.798110
233073;50;1050;15.974700;45.841141;15.974915;45.840984
218225;40;1050;15.990247;45.782736;15.990247;45.782759
396415;50;1050;16.063160;45.820979;16.063106;45.821069
215959;50;1050;15.931613;45.812140;15.931817;45.812081
